"loss","RandomValue","id","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f13","f778"
1,0.33,8241,129,9,0.03,1100,4,13699,3064,5048,128.50,128.96,13,49
9,0.07,31986,133,9,0.62,1100,16,14629,3497,997,130.25,132.33,13,394
2,0.68,8459,132,9,0.82,1300,4,77826,3514,2955,130.33,132.29,8,49
7,0.56,70869,127,10,0.08,1500,4,79244,7547,924,126.26,127.18,16,104
2,0.23,47542,164,7,0.23,4300,7,12290,7359,5640,158.63,163.15,5,12
6,0.97,43325,166,7,0.61,4600,10,7891,4792,3471,163.75,165.63,19,11
18,0.45,85781,122,10,0.19,1600,16,387,382,339,120.73,121.41,12,513
1,0.13,42252,129,9,0.33,1800,16,11184,1483,1126,125.39,128.04,7,394
9,0.12,18120,121,8,0.14,1500,4,81018,1510,1480,121.81,121.26,7,104
1,0.73,32339,129,9,0.94,2300,7,3793,6132,10326,126.07,128.15,15,40
6,0.13,21640,121,10,0.78,1600,10,77826,371,1307,122.21,121.37,9,16
1,0.48,78552,128,4,0.11,1800,4,79202,7402,10848,129.16,128.43,7,93
9,0.23,2323,161,9,0.05,4500,3,76136,1302,456,157.91,160.47,11,25
4,0.25,80935,116,10,0.31,1800,4,76973,627,2459,116.86,116.03,10,104
4,0.35,33353,149,7,0.88,3600,3,77013,453,3012,148.00,149.14,7,26
14,0.74,64588,122,9,0.23,1800,16,842,6252,9466,125.50,122.70,7,393
32,0.95,43593,162,9,0.45,3500,3,82823,1193,843,153.94,160.33,10,30
60,0.86,10897,124,9,0.21,1800,4,83484,300,1683,119.82,122.65,13,93
12,0.42,69895,138,9,0.17,1500,16,83607,5634,1381,132.75,136.83,13,1079
29,0.05,53530,127,11,0.64,1800,16,79884,230,731,125.30,126.86,12,1083
7,0.65,69917,126,9,1.024458e-03,1800,16,78252,4455,218,125.84,126.06,8,1079
8,0.05,66131,127,8,0.50,1800,16,75464,221,6194,129.31,127.51,10,393
3,0.20,95401,130,10,0.24,2600,4,80421,352,6035,126.19,128.52,7,7
6,0.92,41385,152,9,0.73,4000,3,13380,397,2021,153.44,152.26,8,20
9,0.66,75936,135,4,0.17,1800,4,8141,1523,9592,130.61,134.10,8,21
4,0.40,82026,119,8,0.95,1300,4,75464,4305,6684,120.44,119.21,9,10
43,0.23,41777,124,10,0.76,1800,16,78252,2109,2583,124.44,124.02,14,1079
35,0.77,7816,126,6,0.53,4400,4,2496,2643,271,125.30,125.85,18,2
5,0.53,1133,126,8,0.70,2200,7,7399,6879,2223,125.75,126.05,7,38
7,0.82,36123,145,8,0.32,4600,4,83292,655,842,145.03,144.89,10,34
14,0.15,75384,147,8,0.58,3700,4,79294,162,3681,149.82,147.66,14,61
2,0.76,67374,118,9,0.64,2600,16,13641,1878,8342,120.50,118.24,9,394
4,0.57,8282,154,9,0.79,3500,4,9482,7013,500,155.82,154.59,11,101
4,0.95,6966,154,7,0.79,4300,4,2746,2780,741,153.24,153.36,8,35
3,0.31,53308,118,8,0.33,1300,16,13026,1187,1908,119.98,118.23,6,513
27,0.89,22018,146,10,0.41,1900,10,79371,214,5559,140.09,144.84,13,6
8,0.58,38652,156,7,0.24,3900,3,77261,1504,1305,154.75,155.71,11,67
2,0.90,100706,129,8,0.10,1800,16,2277,5220,3166,126.75,128.91,12,1079
4,0.68,84551,131,10,0.26,1700,4,80537,1668,212,132.30,131.43,9,8
4,0.32,6859,123,8,0.51,1300,4,8417,3952,5030,124.13,123.52,14,107
5,0.92,66703,123,10,0.21,1600,16,75464,6762,153,122.95,123.02,10,513
11,0.22,53804,159,8,0.54,5500,10,83293,441,136,155.14,157.69,14,19
9,0.98,99589,121,3,0.90,1500,4,76831,4384,3242,120.97,120.85,13,21
8,0.95,96206,126,4,0.87,1300,10,3659,7630,11262,127.50,126.30,6,36
3,0.73,10713,129,3,0.08,1300,7,76957,6195,5747,129.74,129.21,10,37
4,0.04,33345,140,7,0.41,4500,2,13380,360,1962,148.75,141.49,9,26
1,0.08,17933,124,8,0.42,3800,4,842,6293,1509,122.64,123.53,5,8
3,0.21,31355,127,8,0.93,1300,4,76957,6521,6156,127.00,126.97,14,13
1,0.44,25352,158,8,0.22,5500,3,76136,1329,518,158.62,157.78,8,35
1,0.58,14544,127,9,0.32,1300,17,13700,4337,2875,127.25,127.01,13,513
9,0.64,76111,137,7,0.62,4500,3,79437,835,981,144.71,138.95,7,25
7,0.23,53009,126,10,0.28,1500,16,78,1784,119,127.50,126.30,13,1079
5,0.59,5801,135,8,0.03,2300,4,80455,3034,5411,130.26,133.94,8,13
4,0.84,98083,129,10,0.61,1500,4,12780,4433,3560,127.57,128.78,11,31
17,0.99,21903,126,8,0.16,2200,7,79202,5885,4063,125.07,125.49,9,54
6,0.04,102521,121,10,0.67,2700,4,85533,319,4764,122.64,121.45,11,6
10,0.79,9943,130,7,0.73,2600,4,11255,6541,3021,129.60,129.76,6,52
18,0.54,31130,128,9,0.39,2100,16,78252,4098,465,129.13,128.26,10,513
4,0.28,58267,130,7,0.85,1300,16,81149,9301,1816,128.90,129.95,6,394
2,0.29,32167,159,8,0.83,4400,4,79281,2531,2942,158.00,158.88,8,57
7,0.01,25527,122,9,0.49,1300,4,12622,356,765,124.55,122.32,6,19
1,0.33,59642,156,8,0.77,3500,7,9482,7850,3668,156.50,156.28,16,34
6,0.86,100154,132,8,0.32,1500,7,3793,7717,11385,129.04,131.11,14,36
2,0.94,65667,169,10,0.23,5700,2,76035,78,2387,164.30,168.77,8,85
24,0.08,72109,124,6,0.58,1800,7,83482,235,6545,125.45,124.09,23,36
7,0.24,90295,120,9,0.35,1800,4,87349,711,1929,119.23,120.07,15,12
4,0.95,7114,126,9,0.64,1100,4,13317,1847,2842,126.00,126.00,11,31
1,0.45,45336,165,8,0.33,5300,7,80695,3146,4025,159.07,164.09,6,31
35,0.50,80531,139,10,0.13,3800,4,14024,5,189,133.63,138.58,14,5
8,0.40,90605,128,9,0.38,1100,4,85921,2158,1122,122.60,126.44,12,36
6,0.48,6913,166,7,0.68,5400,3,76024,1383,2081,164.67,165.99,9,32
2,0.04,85261,129,10,0.52,2400,3,76831,4908,2476,127.85,128.86,9,22
4,0.39,93569,133,10,0.94,2200,4,8563,7343,2547,127.03,132.06,9,7
13,0.97,14208,120,7,0.09,1800,10,79371,91,5488,121.13,120.06,14,107
3,0.29,25212,133,8,0.73,2200,4,2494,4272,3018,131.67,132.99,7,49
3,0.30,81447,127,8,0.24,1300,4,8417,7451,5849,127.10,127.02,8,52
2,0.80,71093,170,9,0.15,5600,1,79293,1395,824,161.44,167.91,12,44
21,0.36,88766,152,9,0.67,4700,3,80131,4177,2259,154.99,152.85,16,39
1,0.46,104288,124,2,0.57,1300,3,11255,7536,5084,124.25,124.00,12,107
2,0.01,67526,162,9,0.25,4800,4,8200,1402,1189,161.58,162.05,8,20
1,0.23,92555,127,9,0.42,2600,4,8563,1885,2421,126.00,126.88,5,23
10,0.67,32651,116,8,0.99,1300,16,7458,246,2081,120.05,116.83,9,1083
12,0.02,61905,128,6,0.64,1800,16,76831,3693,2424,127.97,128.05,11,393
1,0.21,38950,132,10,0.34,1300,16,13699,7757,5532,130.72,131.70,11,1079
4,0.36,75078,137,7,0.50,3700,7,79437,832,977,139.77,137.61,7,57
2,0.39,61764,158,6,0.05,5000,10,8200,3657,1985,160.30,158.74,4,27
5,0.75,14022,126,4,0.07,1100,4,2494,7225,5138,128.31,126.35,10,13
6,0.52,7106,130,8,0.67,1500,4,10845,7629,2258,128.07,129.45,12,30
1,0.09,60762,159,8,0.01,4600,10,82330,373,666,154.89,158.46,11,44
11,0.39,100104,137,7,0.63,1700,4,7458,992,401,131.38,136.04,12,13
6,0.42,65691,129,6,0.57,2000,16,393,4283,3937,129.00,129.00,14,1079
10,0.77,59494,130,10,0.76,2600,16,9836,5490,472,129.18,130.00,8,1079
5,0.81,43958,131,8,0.60,1500,15,9836,2976,8158,128.48,130.37,11,393
7,0.07,35655,125,10,0.53,1300,16,78252,4149,2446,123.02,124.59,11,1079
4,0.11,24644,117,8,0.86,2000,10,78,993,2203,128.99,119.82,7,3
4,0.77,52645,154,8,0.17,5500,4,13380,3218,594,154.85,154.34,8,19
13,0.90,62296,152,8,0.14,4300,13,83160,765,98,153.10,152.35,8,14
8,0.85,47323,144,6,0.93,4200,13,80135,2587,6282,148.85,144.86,5,14
4,0.88,24575,126,7,0.50,1300,16,80421,3778,4549,126.75,126.04,12,1083
18,0.39,85860,128,8,0.89,2600,7,3793,8795,10993,128.17,128.27,6,15
29,0.51,21173,124,7,0.59,1800,4,7399,3268,7588,127.68,124.64,14,47
42,0.86,1989,128,10,0.94,1500,4,81290,308,1185,128.73,128.61,20,47
2,0.64,59246,141,8,0.16,4600,7,82432,37,3530,144.46,142.04,8,8
2,0.95,42014,156,6,0.06,4600,13,8200,2706,1871,156.52,155.89,6,8
20,0.54,82771,129,9,0.73,1300,4,76872,1225,2525,129.00,129.00,9,47
2,0.90,49738,118,6,0.47,1100,16,14629,1372,444,122.50,119.32,7,1083
2,0.33,94386,132,6,0.84,1300,3,84020,8016,8831,130.74,132.12,9,12
6,0.71,60199,163,8,0.63,4400,4,80221,2814,1976,159.94,162.53,8,16
4,0.98,69875,123,10,0.16,2200,16,14629,7296,843,121.88,122.51,13,1079
2,0.63,71355,125,9,0.35,2700,4,80537,2625,1260,121.37,124.11,9,6
11,0.27,15184,155,8,0.75,4400,3,9482,7358,5240,157.62,155.59,11,101
25,0.78,43616,166,9,0.16,4500,3,76788,606,1750,157.98,164.18,12,30
2,0.35,57567,119,10,0.86,1300,15,76957,6683,6420,123.28,120.02,8,394
7,0.03,9059,120,7,0.97,2900,3,78223,3859,1540,121.36,120.02,6,3
18,0.82,81745,121,10,0.41,2200,4,80537,2054,3380,125.72,122.23,16,37
5,0.15,27003,125,7,0.54,1900,10,12421,3600,718,128.93,125.86,8,6
4,0.49,81795,126,9,0.77,1800,4,79782,8095,3253,130.09,126.28,15,46
4,0.11,18289,126,3,0.73,1100,4,393,4018,1796,126.75,126.03,11,21
14,0.25,22445,127,10,0.92,1300,4,13008,2073,2520,126.67,126.94,9,31
16,0.02,24892,119,10,0.62,1300,7,82642,1395,1158,118.25,118.55,11,22
11,0.61,35565,125,9,0.17,1300,10,2496,7311,746,127.89,125.68,17,37
7,0.87,102304,133,9,0.07,2200,4,79884,3170,3569,131.16,132.55,9,6
10,0.93,86788,160,7,0.99,5700,3,8553,3713,2348,157.36,159.37,8,61
2,0.39,23895,122,4,0.75,2200,10,79582,7144,4086,122.25,121.91,10,21
4,0.49,58229,123,10,0.76,1300,16,79371,4614,1521,120.52,122.36,11,394
4,0.46,16558,121,8,0.63,2200,4,3793,6866,9887,122.70,121.29,10,52
2,0.67,56967,152,10,0.36,3500,7,81409,1301,2382,155.50,152.46,16,10
7,0.90,101784,129,10,0.41,1300,3,14332,103,1346,129.69,128.77,18,47
4,0.07,30810,164,9,0.89,4100,3,76035,7481,442,158.55,162.82,14,20
4,0.69,94516,133,7,0.37,3100,4,11255,8065,5074,131.24,132.79,8,107
21,0.37,321,123,10,0.34,2700,3,76831,4571,4713,121.13,122.34,12,6
4,0.88,36089,147,8,0.36,4600,4,78133,359,85,150.02,147.68,14,34
3,0.14,13807,121,6,0.12,1100,4,3793,3295,9805,122.69,121.32,5,13
41,0.69,84253,126,10,0.81,2200,16,14213,531,2436,124.54,125.69,12,393
6,0.93,23635,132,9,0.85,1100,7,7399,6773,1038,131.14,131.89,14,6
4,0.69,10051,161,7,0.37,3500,3,13380,944,883,158.42,160.84,8,101
3,0.42,20545,125,8,0.05,1100,4,11039,6945,2594,127.53,125.77,7,54
37,0.91,13178,125,10,0.84,1800,17,79884,3284,3137,125.21,125.40,13,394
20,0.39,100560,145,9,0.71,4800,13,8550,3052,252,147.99,145.76,10,39
17,0.33,16160,119,9,0.24,1800,7,79086,86,1122,120.11,119.13,18,47
78,0.79,93595,125,10,0.88,1100,4,82642,1619,399,125.22,125.03,8,16
1,0.24,22980,131,9,0.59,3100,7,13689,6964,2585,130.19,130.76,12,104
1,0.28,61149,149,7,0.48,5300,4,9482,7868,5679,152.32,149.76,9,4
8,0.19,79590,148,8,0.55,5300,2,6075,3637,1470,151.90,149.37,12,41
16,0.82,32581,124,9,0.95,1100,4,13317,388,6559,125.67,124.40,11,21
1,0.57,71825,127,9,0.39,1800,3,2572,6701,8403,126.86,126.93,6,80
3,0.33,71255,142,7,0.56,4400,4,84860,829,2825,146.25,142.68,7,35
7,0.21,53230,125,8,0.73,2200,16,76973,4181,1187,127.54,125.73,5,393
10,0.51,63793,163,8,0.24,3700,4,82432,529,3581,157.44,162.14,12,57
4,0.41,6027,160,8,0.66,4700,3,84860,602,357,157.25,159.17,13,61
14,0.28,58050,127,8,0.83,3500,17,82379,1236,180,130.47,127.82,9,1079
2,0.18,93503,135,8,0.19,4800,4,83698,1,5919,141.41,135.81,7,35
7,0.36,85411,139,7,0.84,3600,2,81266,529,345,147.57,141.26,6,39
4,0.88,9529,130,10,0.18,1600,16,13317,4276,3116,128.37,130.04,10,513
3,0.10,52572,129,8,0.98,1900,16,13689,4966,710,129.19,129.34,9,513
1,0.29,60882,154,8,0.51,5600,4,76945,2280,823,153.98,153.81,9,10
15,0.57,48762,152,7,0.46,5300,4,81376,152,3430,152.22,151.99,16,15
10,0.90,36449,161,6,0.11,5400,3,12290,7189,5489,159.96,161.29,17,11
22,0.33,70849,124,10,0.80,2400,4,86789,2270,353,123.06,123.80,15,85
28,0.99,13400,128,10,0.38,1800,16,78,3623,3600,124.80,127.08,13,1079
24,0.60,36531,127,1,0.44,1500,4,2102,3803,3754,126.65,126.90,13,38
8,0.66,1219,129,9,0.39,1300,4,81149,2550,2554,128.25,128.95,13,46
2,0.72,25757,135,10,0.74,2200,16,86592,378,136,131.06,133.57,9,393
13,0.06,55807,160,2,0.74,5600,13,75002,3192,1501,157.45,159.58,8,11
3,0.93,68520,152,7,0.84,4200,3,11415,5485,2140,156.46,152.93,8,14
7,0.30,63177,160,3,0.11,4400,2,80888,2686,2059,157.44,159.43,18,54
99,0.14,32475,117,10,0.37,1100,10,387,4783,5652,116.92,116.90,12,3
2,0.94,40388,160,7,0.98,3600,7,79281,3460,2018,159.34,160.23,6,26
1,0.06,96581,159,8,0.31,5000,3,79631,7875,572,160.17,159.64,7,35
7,0.89,57704,128,8,0.42,1100,16,79202,6577,6719,125.66,127.68,6,394
2,0.74,68904,125,10,0.13,1900,16,2496,268,5722,124.13,124.95,5,513
24,0.30,2231,112,10,0.99,2200,4,79391,1601,914,117.98,113.11,9,47
5,0.77,19160,131,8,0.18,1500,7,8417,1471,1609,129.01,130.90,12,80
16,0.61,95061,166,7,0.39,3600,4,11723,3824,1469,163.45,165.90,8,67
4,0.28,20385,122,9,0.94,1800,7,75019,2697,932,122.15,122.08,6,5
6,0.88,85378,131,8,0.15,2200,3,14024,697,3187,130.93,130.93,11,54
46,0.68,68945,158,1,0.11,5400,4,2746,2983,409,159.29,158.45,15,32
6,0.20,87689,149,8,0.66,4800,3,9139,530,2359,148.04,148.03,8,35
29,0.83,53449,154,6,0.49,4400,4,8200,3052,1938,152.59,153.31,11,3
4,0.55,74652,125,8,0.09,1500,4,12421,4154,802,126.00,125.33,9,37
12,0.96,44850,140,6,0.78,4700,13,6075,417,3629,148.90,142.06,13,32
4,0.68,94281,131,9,0.36,3300,4,14025,5137,860,127.23,129.68,9,85
2,0.62,92731,142,9,0.02,4500,1,81375,195,5967,143.22,141.83,18,41
10,0.67,42758,128,9,0.17,1300,17,2496,7387,2621,125.71,127.21,11,1079
12,0.38,6741,128,8,0.21,1500,4,9068,6747,909,126.95,127.57,14,21
4,0.32,81876,140,7,0.42,6200,3,85957,399,125,149.80,142.62,16,67
4,0.21,19032,131,8,0.80,2200,7,3793,3942,2418,129.63,130.85,5,5
5,0.63,47764,126,10,0.35,2200,16,13700,1358,434,123.89,125.42,11,393
1,0.58,100923,133,9,0.91,1800,7,13026,5401,1677,131.40,132.78,7,5
8,0.80,6929,152,8,0.64,4400,3,6075,4816,1104,153.13,152.32,6,32
6,0.86,7407,128,9,0.44,3200,4,78,86,1530,127.87,127.93,12,15
4,0.69,82617,119,8,0.48,1100,4,12780,7283,3719,120.00,118.80,6,21
14,0.54,56181,165,8,0.14,3500,10,8722,1808,2165,159.63,163.90,17,34
2,0.67,45479,152,8,0.93,3500,7,8722,2350,2254,151.75,152.15,17,28
5,0.20,17151,122,10,0.94,1500,4,13008,4366,306,122.30,122.12,11,19
7,0.09,29585,136,7,0.95,2600,4,75464,690,6097,130.26,134.74,7,10
23,0.41,43673,129,10,0.39,1300,15,9836,2790,5081,121.88,127.47,13,394
3,0.10,18206,129,9,0.45,1600,3,76831,3229,2737,127.88,128.64,9,6
2,0.05,62093,130,9,0.19,1300,16,11699,7466,4046,125.15,128.81,6,513
9,0.34,24553,125,9,0.08,1100,16,76649,733,1185,128.47,125.70,12,1083
2,0.48,57339,129,9,0.24,1300,16,83366,4598,4024,127.50,128.70,8,394
1,0.78,41421,152,8,0.22,4500,13,79281,2620,3026,153.04,152.20,16,25
9,0.67,97189,158,9,0.28,4400,4,78238,34,274,153.80,157.57,13,4
6,0.79,49112,127,10,0.09,1100,16,113,2656,1839,127.18,127.16,8,393
1,0.44,104200,138,8,0.03,1300,16,8563,9040,262,131.62,136.64,12,1079
21,0.14,43451,134,10,0.17,2600,16,79782,1691,2039,128.62,132.85,12,1079
29,0.05,3723,120,10,0.49,1300,4,84773,721,1217,118.95,119.81,16,8
30,0.51,75190,124,9,0.30,1800,17,9836,8662,2916,125.00,124.20,13,1079
2,0.96,87087,124,4,0.53,2200,4,13317,6635,2629,124.75,124.18,9,36
5,0.82,44444,153,7,0.09,3900,10,11933,2216,181,153.99,153.08,9,14
7,0.60,47113,151,9,0.77,4500,7,11611,505,1221,147.62,150.10,12,30
9,0.32,61735,156,6,0.17,3600,3,78238,1798,3270,156.56,156.77,9,15
2,0.36,68136,126,10,0.34,2100,16,84894,1662,1772,125.67,125.61,13,513
27,0.35,8145,124,9,0.99,1300,3,78223,3847,2533,125.95,123.86,7,22
3,0.05,48344,120,10,0.93,1300,16,2496,317,3221,120.30,120.32,12,1083
5,0.14,97627,133,10,0.25,1500,3,11255,4724,3844,129.53,131.97,9,19
4,0.71,104168,119,9,0.33,1100,16,86013,492,1927,118.24,118.44,8,1079
1,0.11,33632,121,7,0.32,2400,7,1078,1080,3267,126.67,122.45,11,85
15,0.53,51563,164,6,0.58,5300,7,7891,1789,3585,159.29,163.30,18,28
24,0.56,98214,128,8,0.42,1500,4,82642,4740,5427,124.61,127.12,11,52
9,0.05,96354,110,9,0.99,1100,7,80421,7158,4122,119.50,111.90,7,23
1,0.56,73678,156,6,0.12,5300,2,11723,7693,2270,154.04,155.58,7,41
2,0.06,18463,126,2,0.17,1500,4,2277,4695,8959,127.00,126.12,10,21
16,0.67,59772,128,9,0.74,2200,16,14213,5495,2396,127.44,127.97,9,1079
1,0.92,65289,129,7,0.86,1300,16,84020,1868,8322,127.89,128.96,4,394
10,0.63,79682,113,9,0.60,2600,4,79202,82,3180,120.49,114.81,13,36
8,0.09,38566,156,7,0.10,5300,4,79754,2385,3905,157.09,156.68,15,12
9,0.14,94063,130,10,0.36,2000,4,86660,4678,1279,123.74,128.45,14,31
2,0.11,62837,151,9,0.60,4400,7,76059,295,2071,153.00,151.64,10,3
2,0.48,69122,119,9,0.99,2200,4,79884,3959,8379,124.00,120.00,8,37
4,0.44,70978,150,8,0.73,4400,3,75932,531,352,151.77,150.23,12,18
2,0.55,53319,133,10,0.29,2200,16,78053,1594,1698,131.67,132.80,6,393
18,0.71,53507,124,9,0.82,1300,16,12769,370,1067,124.00,124.00,7,1083
18,0.45,2312,152,8,0.94,5500,2,13869,1120,1736,149.82,151.22,5,25
23,0.46,77365,118,10,0.90,2200,4,76878,2332,5808,120.24,118.53,15,93
7,0.96,352,133,9,0.57,1600,3,510,5098,2498,130.00,132.24,10,16
17,0.34,22913,125,8,0.48,1900,17,14694,2074,186,127.99,125.62,12,513
1,0.23,20655,126,10,0.36,1800,4,6901,1964,501,128.15,126.60,11,7
3,0.37,15545,127,8,0.49,1300,4,13699,7421,5165,126.75,126.75,6,22
1,0.75,57747,154,8,0.51,3700,10,80333,7492,49,154.20,153.95,5,4
1,0.68,29849,121,6,0.21,1300,10,76957,6498,6131,125.43,121.90,8,22
2,0.34,88244,119,9,0.90,1300,4,79244,2908,9799,121.13,119.51,8,8
1,0.93,83682,152,8,0.12,4400,3,80502,4152,228,149.00,151.48,5,87
2,0.68,73970,160,6,0.94,3500,2,9139,5099,521,162.42,160.57,6,41
6,0.24,80810,120,9,0.97,1600,4,82231,453,3737,122.67,120.31,12,16
4,0.80,22787,132,9,0.12,1300,16,77014,3754,9070,130.88,132.04,9,393
20,0.34,58713,154,3,0.66,6200,13,6075,509,1642,157.10,154.75,16,23
27,0.26,70064,157,10,0.95,5600,3,85575,19,2,158.10,157.35,13,24
16,0.37,39595,129,9,0.93,1500,16,8563,2714,10491,129.00,129.00,12,393
5,0.16,83726,163,8,0.64,4400,3,9482,8144,5859,159.63,162.71,5,87
11,0.36,71064,161,9,0.82,3700,1,77765,3739,847,153.28,158.80,9,44
41,0.25,87929,116,8,0.50,3100,4,76973,1996,806,124.33,118.10,15,54
3,0.52,93634,127,10,0.86,1800,4,79004,163,6069,126.49,126.98,5,16
7,0.59,9881,117,10,0.29,1800,17,75019,310,907,120.52,117.99,12,1079
7,0.70,52267,116,6,0.03,1100,17,783,575,927,118.51,116.64,9,394
6,0.58,22991,132,10,0.53,1500,7,79244,8120,687,133.06,132.59,14,7
1,0.76,57238,165,10,0.84,4800,10,12612,179,5234,157.76,163.27,8,20
3,0.43,52009,119,10,0.74,2200,16,13699,4960,6361,125.44,120.31,6,393
2,0.67,55036,160,9,0.89,5700,13,8722,3482,159,157.50,159.26,8,24
6,0.35,69544,120,9,0.89,1300,4,13689,7533,6791,124.78,121.30,15,93
1,0.57,89030,142,9,0.30,3500,4,78802,7826,5942,146.90,143.17,14,101
6,0.86,69832,116,8,0.58,1200,4,12780,9516,1532,121.88,117.10,6,7
7,0.09,35643,125,10,0.38,2600,16,76831,1451,6219,125.44,125.10,12,1079
1,0.23,55817,161,2,0.77,3700,10,14002,5006,4135,158.13,160.35,7,11
3,0.80,4656,150,7,0.22,5100,4,76025,2053,2234,149.46,149.76,4,87
16,0.83,54567,118,6,0.25,1300,16,11699,4201,3912,118.56,118.01,11,393
3,0.39,49007,154,9,0.47,4400,4,13332,5029,3616,153.07,153.98,13,16
3,0.96,58120,126,10,0.57,2100,16,2496,7624,1730,124.82,125.80,13,513
4,9.71221923828125e-03,15669,128,10,0.04,1800,7,79587,6609,4439,123.66,127.16,12,40
7,0.30,75347,145,9,0.19,3700,4,741,212,1450,146.90,145.32,12,61
16,0.02,4068,120,9,0.40,1500,15,1721,2367,22,124.25,120.95,9,394
6,0.24,105032,132,6,0.90,1100,4,11255,7542,3477,130.93,131.91,14,54
13,0.90,37776,122,9,0.57,1500,7,75506,7184,10462,124.88,122.67,14,7
6,0.66,91310,124,10,0.38,1300,4,78224,8234,1882,125.75,124.33,6,19
1,0.10,67191,155,7,0.26,3500,3,82432,547,3610,153.06,154.22,6,8
1,0.79,101468,127,10,0.97,1100,3,7399,1013,760,126.66,126.84,6,3
3,0.15,100977,126,9,0.94,1500,3,14234,618,1127,127.50,126.30,9,19
6,0.46,101256,136,9,0.04,2500,7,86013,7736,3456,129.95,134.37,12,31
4,0.29,27412,129,6,0.97,2300,10,393,4103,3563,127.57,128.63,9,15
5,0.66,68594,118,9,0.38,2600,16,7399,7735,915,118.46,118.09,10,1079
24,0.39,90776,116,10,0.09,1800,16,82621,353,2062,118.23,115.85,14,1079
8,0.35,78039,125,10,0.89,1800,4,78053,280,809,128.49,125.81,12,40
2,0.96,3800,121,9,0.39,2200,4,7399,6728,64,124.09,121.74,10,30
80,0.84,98575,116,8,0.71,1100,4,83508,376,2340,117.25,116.45,6,93
5,0.50,15360,116,10,0.52,1100,4,8563,179,1490,122.50,117.30,6,30
8,0.29,13451,132,9,0.79,2500,4,7399,5253,395,127.75,131.10,10,31
31,0.56,8725,118,6,0.15,1500,4,75464,78,5881,119.43,118.19,28,2
4,0.07,68168,158,8,0.22,4400,3,76035,3084,2402,158.24,158.23,8,37
1,0.10,51674,122,6,0.40,1500,16,12780,3710,257,125.29,122.71,5,393
6,5.13118505477905e-03,78953,129,9,0.69,1600,3,8563,8707,2945,127.00,128.59,10,85
17,0.24,19120,121,8,0.19,1300,4,2497,2009,1295,121.43,120.94,10,23
7,0.89,85633,128,9,0.54,2600,4,79371,4333,8067,126.50,127.38,10,15
6,0.30,4231,123,10,0.14,1300,16,83241,899,1557,128.21,124.29,8,393
8,0.65,75661,130,10,0.28,1100,3,14522,6800,1887,127.02,129.23,9,16
5,0.78,85794,127,6,0.17,2200,4,76973,8150,2195,125.73,126.38,10,17
2,0.03,61463,138,8,0.09,1300,16,13026,9375,1983,132.63,137.32,6,393
1,0.77,99276,133,2,0.07,3500,4,10322,5199,3148,131.09,132.53,10,21
1,0.83,58823,154,2,0.50,5300,10,13164,1744,347,155.36,154.04,4,2
5,0.74,36942,131,8,0.94,3100,16,2572,6473,8075,130.79,131.17,11,394
16,0.94,33577,119,9,0.90,2600,7,78223,4146,7717,121.57,119.22,12,46
7,0.96,93516,148,7,0.63,5000,3,76730,2423,2898,151.80,148.65,9,35
5,0.75,38477,162,6,0.42,3700,10,7891,1530,3423,160.25,161.71,14,32
29,0.78,101033,122,8,0.85,2600,4,87647,306,5047,122.73,122.18,9,23
4,0.64,5686,132,9,0.90,1300,4,79371,6130,1214,127.50,131.11,14,46
9,0.62,53717,126,10,0.49,2600,16,82642,1790,117,124.61,125.95,14,394
2,0.69,80059,129,6,0.41,1300,7,79202,6537,4341,128.49,128.96,11,36
3,0.38,46554,153,7,0.03,3600,13,78238,1688,3216,153.81,153.10,5,18
11,0.79,62393,118,9,0.58,1300,16,76957,6733,6448,123.97,119.51,10,513
36,0.60,25717,116,7,0.90,2600,16,2494,1006,3455,119.88,116.78,11,1079
7,0.72,85299,124,9,0.14,1300,16,11696,375,818,126.36,124.21,12,393
20,0.67,8876,138,8,0.21,1500,4,13026,4658,669,134.37,137.28,8,21
1,0.02,59168,117,9,0.21,2100,17,13700,7093,4040,123.00,118.20,13,513
7,0.81,91859,160,10,0.48,3500,3,78223,229,396,140.72,155.79,9,16
5,0.61,41459,157,9,0.48,3600,10,76059,1879,1960,155.23,156.73,11,25
1,0.63,84005,152,8,0.74,3500,1,80135,2775,6831,152.81,152.18,13,83
9,0.51,67482,141,7,0.81,5300,4,77751,270,2297,147.85,142.45,11,2
5,0.55,36848,156,8,0.13,5000,7,8423,186,1840,153.69,155.60,17,27
8,0.08,27128,126,9,0.31,1500,16,2572,6351,7866,125.50,125.82,13,393
7,0.42,76842,123,8,0.09,2400,16,76831,6817,2481,126.57,123.65,7,394
6,0.80,78978,147,9,0.55,4200,4,85037,259,1316,145.97,146.85,8,39
18,0.96,29507,124,3,0.53,1300,7,76957,7234,2076,124.75,124.27,14,3
2,0.23,16860,127,9,0.19,2600,17,79202,5770,3478,126.50,126.84,13,393
1,0.05,53862,125,9,0.68,1500,17,1078,4793,3375,128.38,125.78,4,1079
7,0.90,62519,157,8,0.74,5000,4,76035,7551,386,156.16,156.65,9,20
7,0.85,11931,124,7,0.05,1300,4,783,519,868,122.32,123.84,9,85
2,0.24,61006,133,8,0.28,1500,16,13026,5075,5179,130.38,132.56,7,1079
6,0.30,103393,154,8,0.27,4400,3,79281,3095,1557,152.82,153.81,12,4
